roundid,formula1,formula2,formula3,formula4,result
1702815960.627032,B,A,B,B,Player B
1704355145.8126254,B,B,Null,B,Player A
1703810521.311282,B,A,Null,B,Player B
1703713416.9084308,B,A,Null,B,Player A
1703026964.121193,B,A,Null,B,Player B
1703720849.2491293,B,A,Null,B,Player B
1703889204.5861952,B,A,B,B,Player A
1703412529.9138594,B,B,Null,B,Player B
1703666880.5690494,B,A,B,B,Player B
1704179571.5362647,B,A,A,B,Player A
1704034752.778051,B,A,Null,B,Player B
1703594298.7132711,B,A,Null,A,Player B
1703011589.0010836,B,B,Null,B,Player A
1704340732.5264559,B,A,Null,B,Player B
1703740036.353655,B,A,Null,A,Player B
1703872658.831423,B,B,Null,B,Player B
1703602425.1285408,B,A,Null,B,Player A
1704265596.3304818,B,B,Null,B,Player A
1703824094.7296925,B,B,Null,B,Player B
1703595626.2552261,B,A,B,B,Player B
1703782772.1282814,B,B,Null,B,Player B
1704163634.7124221,B,B,Null,B,Player B
1703289679.5326405,B,A,A,B,Player A
1702881279.0772922,B,A,Null,A,Player A
1703507592.5348449,B,B,Null,B,Player B
1704226726.334423,B,A,B,B,Player B
1703215936.137328,B,A,Null,B,Player B
1703121769.0060234,B,B,Null,B,Player B
1703747046.3605204,A,A,Null,B,Player B
1702789119.3727186,B,A,Null,B,Player B
1704066978.8373408,B,A,Null,B,Player A
1703022521.7614424,B,A,Null,B,Player B
1704101457.2425115,A,A,Null,B,Player A
1703602082.6364176,B,A,B,B,Player B
1702803593.0762942,B,A,Null,B,Player A
1704243738.858564,B,A,Null,B,Player B
1703329020.427543,B,A,B,B,Player A
1702947173.1317291,A,A,Null,B,Player B
1704341993.3760748,B,A,Null,B,Player B
1703085246.650628,A,A,Null,B,Player B
1703133111.1287038,B,A,A,B,Player B
1703691590.4259043,B,B,Null,B,Player A
1704313589.635312,B,B,Null,B,Player A
1704120465.7231722,B,A,Null,A,Player B
1704111059.9372299,A,A,Null,A,Player A
1703964430.2050817,B,A,Null,B,Player B
1704012799.3176334,B,A,A,B,Player A
1703039242.983236,B,A,B,B,Player B
1703756341.653522,B,A,Null,A,Player A
1703028141.5897129,B,B,Null,B,Player B
1704326217.8805387,B,A,A,B,Player A
1703398195.7757754,B,A,A,B,Player B
1703332781.2478204,B,A,Null,B,Player A
1704229374.4440765,B,B,Null,B,Player A
1703637532.1647484,B,A,Null,B,Player A
1703278053.160228,B,A,Null,B,Player A
1704086826.2363248,A,A,Null,B,Player B
1703134542.882264,A,A,Null,B,Player A
1703663635.5434997,A,A,Null,B,Player B
1703620501.6129308,B,A,Null,B,Player B
1703302178.0235713,B,A,Null,B,Player B
1703847156.7294307,B,B,Null,B,Player B
1703892487.7407393,B,A,Null,B,Player B
1703845169.8400922,B,A,Null,A,Player B
1703136207.188257,B,A,Null,B,Player A
1704104263.6084914,B,B,Null,B,Player A
1704201453.6614783,B,A,A,B,Player A
1703027739.3857784,B,A,Null,B,Player A
1703400558.1953175,B,A,Null,B,Player A
1703159263.919624,B,A,Null,B,Player A
1703132523.7887049,B,B,Null,B,Player B
1703667245.855766,B,A,Null,A,Player B
1703111708.7863398,B,A,B,B,Player B
1703247108.6384578,B,A,B,B,Player A
1702804432.1368487,B,B,Null,B,Player A
1703870725.0099158,B,B,Null,B,Player B
1704092275.4696329,B,A,A,B,Player B
1702904259.1473927,B,A,A,B,Player B
1702643573.5944676,B,A,A,B,Player A
1703338811.8379157,A,A,Null,B,Player B
1703288783.288353,B,A,Null,B,Player B
1703186580.422164,A,A,Null,B,Player A
1703511952.9617817,B,A,Null,B,Player B
1702914122.0428214,B,A,B,B,Player A
1703433945.0750377,B,A,Null,A,Player B
1702823034.5029223,B,B,Null,B,Player B
1702813232.3644433,B,A,Null,A,Player B
1703776559.4445546,B,A,Null,B,Player B
1703071098.8370235,B,A,Null,B,Player A
1703474843.6734304,B,A,Null,B,Player B
1703104456.3087766,B,A,Null,A,Player B
1703932367.0076509,B,B,Null,B,Player B
1703039154.6996431,B,A,Null,B,Player A
1703462666.3406918,B,A,B,B,Player A
1703467715.1399934,B,A,A,B,Player B
1704093985.3527913,B,A,Null,B,Player A
1703534166.2208886,A,A,Null,B,Player B
1703413736.2027009,B,B,Null,B,Player A
1702973303.4054406,B,A,Null,B,Player B
1704306344.1049316,B,A,B,B,Player B
1702898361.8377182,B,A,Null,B,Player A
1703514284.900188,A,A,Null,A,Player B
1704099245.9587307,B,B,Null,B,Player A
1703732378.8051293,B,A,Null,B,Player B
1704027986.6237102,A,A,Null,B,Player B
1703881288.4603925,B,A,B,B,Player A
1703492296.9404213,B,A,Null,B,Player B
1702967036.7037106,B,A,Null,B,Player A
1703428283.9718435,B,A,Null,B,Player B
1704257834.4563832,B,B,Null,B,Player A
1702948536.5307887,B,B,Null,B,Player A
1704065790.379609,B,B,Null,B,Player A
1703701642.0051203,B,A,B,B,Player B
1704016882.5996778,B,A,B,B,Player A
1703124430.5335655,B,A,Null,A,Player A
1703600294.8685892,B,B,Null,B,Player B
1703047351.4509482,B,A,Null,B,Player A
1703225437.9707282,B,A,Null,B,Player A
1703572674.5574088,B,A,Null,A,Player A
1704162395.8702939,A,A,Null,B,Player A
1703183220.9086845,B,A,B,B,Player B
1702786623.670285,B,B,Null,B,Player B
1703899660.2966185,B,A,B,B,Player A
1702875564.492318,B,A,B,B,Player B
1704071851.735074,B,A,A,B,Player B
1703076781.373267,B,B,Null,B,Player B
1703012298.568566,B,A,Null,A,Player A
1703718951.6504226,B,A,Null,B,Player B
1702944505.7404988,B,A,Null,A,Player A
1702829576.2383173,B,A,Null,B,Player A
1703427024.2890897,B,A,Null,B,Player B
1703789486.8599603,B,A,B,B,Player A
1703567388.9530916,B,A,B,B,Player A
1704150811.603449,B,A,A,B,Player A
1703627993.2841585,B,A,A,B,Player B
1703364531.1193697,A,A,Null,B,Player A
1702805502.9130664,A,A,Null,B,Player B
1702901011.0201354,B,A,A,B,Player A
1703958007.6577008,B,A,Null,B,Player A
1702911140.1165106,A,A,Null,B,Player A
1702888637.1527016,B,A,A,B,Player A
1704303409.0060122,B,A,Null,A,Player A
1704247928.1269865,B,A,B,B,Player B
1703013140.5958843,B,A,B,B,Player B
1703482295.8072443,B,A,A,B,Player B
1703609252.6133883,B,B,Null,B,Player B
1702912054.2222226,B,A,Null,B,Player A
1704329318.3315356,B,B,Null,B,Player A
1703419639.7503748,B,A,Null,B,Player B
1703990201.5179553,B,A,Null,B,Player A
1703919302.2165515,B,A,Null,B,Player B
1703655607.1151319,B,A,Null,B,Player B
1703405106.685738,B,A,B,B,Player B
1704253360.337846,A,A,Null,B,Player B
1703750128.2375124,A,A,Null,B,Player B
1703438289.275285,B,B,Null,B,Player B
1703717373.847256,B,A,A,B,Player A
1703778468.8381946,A,A,Null,B,Player B
1703115935.3490064,B,A,Null,B,Player B
1703822411.425233,A,A,Null,A,Player A
1703081513.6358626,B,A,Null,B,Player A
1702928825.3741426,B,A,Null,B,Player A
1703910955.4231243,B,A,A,B,Player A
1702847250.305112,B,B,Null,B,Player A
1703009446.154373,B,A,Null,B,Player B
1703473213.547237,A,A,Null,B,Player B
1704007308.6867406,A,A,Null,B,Player B
1702911673.75931,A,A,Null,B,Player A
1704071247.4667752,B,B,Null,B,Player B
1704143926.9090486,A,A,Null,B,Player B
1703176064.1253586,A,A,Null,B,Player B
1702944005.5938685,B,B,Null,B,Player B
1704036866.9687152,B,A,B,B,Player B
1703507756.2715409,B,B,Null,B,Player B
1703023666.3536584,A,A,Null,B,Player A
1704022851.6842942,B,A,Null,B,Player A
1703575166.75143,B,A,B,B,Player A
1703865136.1399627,B,B,Null,B,Player A
1704016053.9597921,B,A,A,B,Player B
1703808822.0748138,B,A,B,B,Player A
1703923835.8191593,A,A,Null,B,Player A
1703271373.311532,B,A,A,B,Player B
1703676421.786863,B,B,Null,B,Player B
1703444085.4222538,B,B,Null,B,Player B
1704318673.4040866,B,A,Null,A,Player A
1703230431.2874331,A,A,Null,B,Player A
1703201867.6047893,B,A,Null,B,Player A
1703292028.078238,B,A,B,B,Player B
1703112364.9768376,B,A,B,B,Player B
1702897699.1875126,B,A,Null,B,Player B
1704084879.714499,A,A,Null,A,Player A
1703176887.8526495,B,A,Null,B,Player A
1704097676.2191854,B,B,Null,B,Player A
1703852535.2050395,A,A,Null,B,Player A
1703363286.4077368,A,A,Null,B,Player A
1702637961.5454965,B,B,Null,B,Player A
1703224053.8398905,B,A,A,B,Player A
1703122772.376851,B,A,Null,B,Player A
1704061495.7786283,B,A,A,B,Player B
1703507505.4731607,B,B,Null,B,Player A
1704285012.6772747,B,B,Null,B,Player A
1704152584.843642,A,A,Null,B,Player B
1703757868.4911602,A,A,Null,B,Player A
1704093748.9976208,A,A,Null,B,Player A
1703709434.175917,B,A,Null,B,Player B
1703924419.1651275,A,A,Null,B,Player A
1703175380.6761994,B,A,B,B,Player A
1703677888.3076692,B,A,B,B,Player B
1704131798.4417284,B,A,Null,B,Player A
1703724772.729701,B,B,Null,B,Player B
1703373096.4269648,B,A,Null,B,Player A
1702913540.5471592,B,A,B,B,Player A
1704325400.7191687,B,A,B,B,Player B
1702887234.2973652,B,B,Null,B,Player A
1703802412.126802,B,A,Null,B,Player B
1703776655.5921757,A,A,Null,B,Player A
1703366006.6570845,B,A,B,B,Player B
1703120007.6853933,B,A,Null,A,Player A
1702948441.9564495,B,A,Null,B,Player B
1704239864.0315912,B,A,B,B,Player B
1702950392.9091425,B,B,Null,B,Player B
1703967562.387651,B,A,Null,B,Player B
1703565283.7284222,B,A,Null,A,Player A
1703973643.6878226,B,A,Null,B,Player B
1703450566.3650382,A,A,Null,B,Player B
1704105457.963014,B,A,A,B,Player B
1703313248.8660896,B,A,B,B,Player A
1704355758.3308203,B,B,Null,B,Player A
1704324096.1279352,B,B,Null,B,Player A
1704095835.753859,A,A,Null,B,Player A
1703222651.9725885,B,A,A,B,Player A
1703902743.0488515,B,A,Null,B,Player A
1703854855.5579808,B,A,Null,B,Player B
1704142652.7776427,B,B,Null,B,Player B
1703508444.7037034,B,A,B,B,Player A
1703901920.535583,B,A,B,B,Player A
1703671624.9686658,B,A,B,B,Player A
1703941161.054027,B,B,Null,B,Player B
1703738100.586446,A,A,Null,B,Player A
1704159939.4817104,B,A,Null,B,Player B
1703542937.5666435,A,A,Null,B,Player B
1703352181.0637205,B,B,Null,B,Player A
1703662052.3553681,B,B,Null,B,Player A
1703819115.6709898,B,A,A,B,Player A
1704214215.9542122,B,A,Null,A,Player B
1703585726.704482,A,A,Null,B,Player B
1703530366.0513701,B,A,B,B,Player B
1703305719.9487057,A,A,Null,B,Player B
1703222738.8924966,B,A,Null,A,Player A
1703391846.8151956,B,A,B,B,Player A
1703719194.011532,B,B,Null,B,Player B
1702876956.8353393,B,A,Null,B,Player A
1702989630.0223565,B,B,Null,B,Player A
1703819933.9947288,B,A,Null,A,Player A
1703861246.1984036,B,A,B,B,Player B
1702966453.7675025,B,A,A,B,Player B
1703792515.1304107,B,A,A,B,Player B
1703785461.4625032,B,B,Null,B,Player B
1703069985.6002517,B,A,Null,B,Player B
1703035852.159168,B,A,Null,B,Player A
1703079931.7309241,B,A,A,B,Player A
1702837223.9359248,B,A,Null,B,Player B
1703712138.1987152,B,B,Null,B,Player B
1703856719.8061426,B,A,Null,B,Player B
1703122347.5108552,B,B,Null,B,Player A
1703095607.4320102,B,A,Null,B,Player B
1703455938.6095512,B,B,Null,B,Player B
1703739577.0867844,B,A,Null,A,Player A
1703314337.3051317,A,A,Null,B,Player A
1703568397.1141162,B,A,Null,B,Player B
1703422424.5199015,B,A,Null,B,Player B
1702782918.1510942,B,A,Null,B,Player A
1703195944.1195009,B,A,B,B,Player A
1704247518.1363542,B,A,Null,B,Player B
1703806064.9918625,B,A,B,B,Player B
1703486001.6952944,B,A,Null,A,Player A
1702967297.064967,B,A,A,B,Player A
1702791149.9161727,B,B,Null,B,Player B
1703280409.3953679,B,A,Null,B,Player A
1703202425.3012383,B,B,Null,B,Player A
1703648537.609641,B,A,A,B,Player A
1703441312.3533998,B,B,Null,B,Player A
1703689197.6347206,B,A,Null,B,Player A
1704083010.7848365,B,B,Null,B,Player A
1703714232.0028672,B,B,Null,B,Player A
1703921485.7826777,B,A,Null,A,Player B
1704269621.4876385,B,B,Null,B,Player A
1703436986.4618225,B,A,B,B,Player A
1704034191.2772355,A,A,Null,A,Player B
1703066182.2936385,B,A,B,B,Player A
1704308703.0368104,B,A,Null,B,Player B
1704160945.9304547,B,B,Null,B,Player A
1703165139.786334,B,A,A,B,Player A
1703232189.8383806,B,A,Null,B,Player A
1703115391.8207242,B,A,Null,B,Player A
1704232243.470156,B,B,Null,B,Player A
1703733066.1190376,B,A,B,B,Player A
1704259008.9014683,B,A,B,B,Player A
1703355062.3199794,B,A,B,B,Player B
1703290018.4716196,B,B,Null,B,Player A
1703826105.560005,B,B,Null,B,Player B
1703220697.6161513,A,A,Null,B,Player B
1703523025.311619,B,A,Null,B,Player A
1704222981.9168618,B,B,Null,B,Player B
1703531040.760702,A,A,Null,B,Player A
1703545641.8309271,B,A,Null,B,Player B
1702903841.761452,B,B,Null,B,Player B
1702955420.4224432,B,A,B,B,Player A
1703479613.5382798,B,A,A,B,Player B
1703217872.5257633,B,A,Null,A,Player B
1703032061.072236,B,B,Null,B,Player A
1702933753.8120565,B,A,A,B,Player A
1703442028.2297792,B,A,B,B,Player A
1703552302.670035,B,A,Null,B,Player A
1703476372.7997181,B,B,Null,B,Player B
1703327486.1227672,B,A,B,B,Player B
1703363872.0648918,B,B,Null,B,Player B
1703744260.452253,B,A,Null,B,Player A
1703962997.9749813,A,A,Null,B,Player B
1703077854.7811058,B,B,Null,B,Player B
1703646236.4862223,B,B,Null,B,Player B
1704161285.0149152,B,B,Null,B,Player A
1703639562.2388682,A,A,Null,B,Player A
1704285491.2498946,B,A,Null,B,Player A
1703953137.2400537,A,A,Null,B,Player B
1702911959.0440862,B,A,Null,B,Player A
1702695178.6616213,B,A,Null,B,Player A
1703522120.6807067,B,A,B,B,Player A
1703315157.7839568,B,A,Null,B,Player A
1703019215.341289,B,A,A,B,Player A
1702802493.16259,A,A,Null,B,Player A
1704030014.1971045,B,B,Null,B,Player A
1703657999.4524438,B,A,A,B,Player B
1703562745.1263444,B,A,Null,A,Player B
1702875739.5460317,A,A,Null,B,Player A
1704337214.9820557,B,A,Null,B,Player A
1704113413.1559503,B,A,A,B,Player A
1703683019.248123,B,A,A,B,Player B
1703500360.6251473,B,A,Null,B,Player A
1703351692.5538182,B,A,Null,B,Player B
1703726264.7549531,B,A,Null,B,Player B
1703556432.1530035,B,A,Null,B,Player B
1702852362.0055778,B,A,B,B,Player A
1703799146.9285238,B,A,B,B,Player A
1704317384.7779255,B,A,Null,A,Player A
1704347043.630566,B,A,Null,A,Player A
1702952724.1836133,B,A,Null,A,Player B
1704145726.5612712,B,A,B,B,Player B
1703237236.1633675,B,A,Null,B,Player B
1703881936.1199462,B,A,Null,B,Player B
1703482035.5248597,A,A,Null,B,Player A
1702895788.1775937,B,A,Null,B,Player A
1703818861.9458158,B,B,Null,B,Player A
1703514728.0176764,A,A,Null,B,Player B
1703700520.3640285,B,A,B,B,Player B
1703479237.9967153,A,A,Null,B,Player A
1702920316.624105,B,B,Null,B,Player A
1703835087.072368,B,A,Null,B,Player A
1704122593.1500232,B,A,A,B,Player B
1704022204.1324842,A,A,Null,B,Player B
1702869414.6246152,B,B,Null,B,Player B
1704023868.2692807,B,A,B,B,Player B
1703821566.861943,B,A,B,B,Player A
1704002438.0906732,B,B,Null,B,Player B
1702814140.7318335,B,A,Null,B,Player A
1703188967.8241713,B,A,Null,B,Player B
1703165311.4469497,A,A,Null,B,Player B
1704091883.201677,B,A,Null,A,Player B
1703709598.554,B,B,Null,B,Player B
1703825653.480431,A,A,Null,B,Player A
1703326301.26491,B,A,Null,B,Player B
1703274550.1269557,B,A,Null,B,Player A
1704062430.3080435,B,A,Null,B,Player A
1703894132.6560972,B,B,Null,B,Player A
1704148077.326697,A,A,Null,B,Player A
1703854528.041035,B,A,Null,B,Player B
1703908574.770482,B,A,Null,B,Player B
1703995264.2276056,B,A,B,B,Player B
1704343245.777747,B,B,Null,B,Player B
1703339888.4723668,A,A,Null,B,Player A
1703675050.2664611,B,A,Null,A,Player B
1703747547.9553657,B,A,Null,B,Player B
1703699929.5145977,B,A,Null,A,Player A
1703842999.6074297,A,A,Null,B,Player B
1703121847.3860486,B,A,Null,B,Player A
1704347361.5361156,B,B,Null,B,Player A
1703553067.0651655,B,A,Null,A,Player B
1703822039.421349,B,A,A,B,Player A
1703293280.2702339,B,A,Null,B,Player B
1703029433.9805183,B,A,A,B,Player B
1704102643.6999724,B,A,Null,B,Player B
1703302518.9464428,B,A,Null,B,Player A
1703062098.1899931,B,A,Null,B,Player A
1702643045.6119099,B,A,Null,A,Player A
1704049801.4263577,B,A,Null,A,Player B
1703042057.3043852,B,A,A,B,Player A
1702824707.07032,B,B,Null,B,Player B
1703087250.791519,B,A,Null,B,Player A
1703706290.8470666,B,A,Null,A,Player A
1703343952.1319053,B,A,Null,B,Player B
1703191815.1189873,A,A,Null,B,Player A
1703155575.2103252,B,A,A,B,Player B
1703338052.256819,B,A,Null,B,Player A
1703357490.1166804,B,A,Null,B,Player B
1703419991.195386,B,A,Null,B,Player A
1703242597.9189353,A,A,Null,B,Player B
1704320802.6020217,B,A,Null,B,Player B
1702897029.0735233,B,A,Null,A,Player A
1703019136.3509238,B,B,Null,B,Player A
1702866296.554721,B,B,Null,B,Player B
1703576518.1558492,B,B,Null,B,Player A
1704046388.0676508,A,A,Null,B,Player B
1703593980.6595142,A,A,Null,B,Player B
1703746048.2570014,B,A,B,B,Player B
1703200803.506845,B,B,Null,B,Player A
1703557256.1495094,B,B,Null,B,Player B
1703596840.6722174,B,A,B,B,Player B
1702910737.6623282,B,A,Null,B,Player B
1703535370.254589,B,B,Null,B,Player A
1703072949.132622,B,A,Null,A,Player A
1703334889.8138888,B,A,Null,A,Player B
1703983907.695574,B,B,Null,B,Player B
1703308490.1183515,B,A,Null,B,Player A
1703418228.921105,B,A,B,B,Player A
1704353132.1484578,B,B,Null,B,Player A
1703909197.4106264,B,A,Null,B,Player B
1704110970.4964929,B,B,Null,B,Player B
1703065026.3864841,B,A,B,B,Player A
1703810980.309059,B,A,Null,B,Player A
1704130264.6603827,B,A,B,B,Player A
1703807842.2136297,B,A,Null,B,Player A
1703968400.387831,B,A,Null,B,Player A
1704015284.4929378,B,A,B,B,Player A
1703654674.9066403,B,B,Null,B,Player B
1703240555.9532874,B,A,A,B,Player B
1703345187.7957609,B,B,Null,B,Player A
1704037907.0095143,B,B,Null,B,Player B
1702792875.781334,B,A,A,B,Player A
1703498269.4507022,B,A,Null,A,Player A
1702945410.2682562,B,A,Null,B,Player B
1703111950.607482,B,A,Null,B,Player A
1703891363.6946673,B,A,Null,B,Player A
1704186511.7397246,B,A,Null,B,Player A
1703811248.44225,B,A,B,B,Player A
1702901761.4830139,B,A,Null,B,Player A
1702920496.8956885,B,B,Null,B,Player A
1703860440.662068,A,A,Null,B,Player B
1704312064.511954,B,A,B,B,Player A
1703072861.5834818,B,B,Null,B,Player B
1703833243.4554265,B,B,Null,B,Player A
1702993401.4235833,B,A,Null,A,Player B
1703531889.5985682,B,A,Null,B,Player A
1702909924.60175,B,A,Null,B,Player B
1704069007.8825912,B,B,Null,B,Player A
1703927103.546299,B,A,Null,A,Player B
1703658259.4143758,B,A,A,B,Player B
1703578888.191292,B,A,B,B,Player B
1703335831.4241111,A,A,Null,A,Player A
1703808739.3090658,B,A,A,B,Player B
1703779747.3833067,B,B,Null,B,Player A
1703036354.4666991,B,A,Null,B,Player B
1703437235.9870403,B,A,A,B,Player B
1703281913.4562378,B,A,A,B,Player B
1703348334.8471348,B,A,Null,B,Player B
1703434787.7518926,B,A,Null,B,Player A
1703418036.7807078,B,B,Null,B,Player B
1702802731.4569938,B,A,A,B,Player A
1703290940.927284,A,A,Null,B,Player B
1704233454.9954667,B,B,Null,B,Player B
1704102731.710144,B,A,Null,A,Player B
1703312499.2545109,B,A,A,B,Player B
1702826979.3340592,B,A,A,B,Player A
1704152385.2799675,B,A,Null,B,Player A
1703967285.839292,B,B,Null,B,Player B
1703886921.0270967,B,B,Null,B,Player A
1703122937.6582448,B,A,Null,B,Player A
1703057861.3978128,B,A,Null,B,Player A
1703158193.7316792,B,A,A,B,Player A
1703918468.9369712,B,A,B,B,Player A
1703561737.8298473,A,A,Null,B,Player A
1703132697.7761736,B,A,A,B,Player A
1703536364.282583,B,A,B,B,Player A
1702694041.4677129,B,B,Null,B,Player A
1703485511.6693146,B,A,Null,B,Player A
1703346848.50716,B,A,B,B,Player B
1704179315.789672,B,A,A,B,Player A
1703997336.0211298,B,B,Null,B,Player A
1703508366.2175865,B,A,B,B,Player B
1703112111.6260521,B,A,A,B,Player A
1704261757.3801568,B,A,Null,B,Player B
1704143282.7902257,B,A,Null,B,Player A
1703308334.2759984,B,A,Null,B,Player A
1702926091.4901514,B,A,A,B,Player A
1704213635.7019432,B,A,A,B,Player A
1702825589.5445743,B,B,Null,B,Player A
1703157011.9663422,B,A,Null,A,Player B
1703425215.9826777,A,A,Null,A,Player B
1703907660.54297,B,A,Null,B,Player A
1703876822.3127728,A,A,Null,B,Player B
1702943391.9134483,B,A,A,B,Player B
1703371107.2626092,B,B,Null,B,Player A
1703541501.5103846,B,A,Null,B,Player A
1702981739.6943014,B,A,A,B,Player B
1703056389.4979498,B,B,Null,B,Player B
1703735562.8213549,B,A,B,B,Player A
1703538942.525576,B,A,B,B,Player B
1704051281.7414865,B,B,Null,B,Player A
1702781918.1081207,B,B,Null,B,Player B
1703339145.0894532,B,B,Null,B,Player A
1704131165.9162962,B,A,Null,B,Player A
1704343771.8594723,B,A,A,B,Player A
1703173527.5236912,B,B,Null,B,Player A
1703601662.2981565,B,A,B,B,Player B
1703493600.8834414,B,A,B,B,Player B
1703638801.2394192,B,B,Null,B,Player B
1703899489.2919495,B,A,Null,B,Player A
1704049439.8862152,B,A,A,B,Player B
1704098044.569084,A,A,Null,B,Player A
1703441486.4791741,B,A,B,B,Player B
1703239841.847623,B,B,Null,B,Player A
1703010840.6916955,B,A,Null,A,Player A
1703034465.4190147,B,B,Null,B,Player B
1703927505.048308,B,A,Null,B,Player B
1702907829.7388475,B,A,Null,B,Player A
1703633883.7007942,B,A,Null,B,Player A
1703242225.4973035,B,A,Null,B,Player B
1703728669.9600885,B,B,Null,B,Player B
1703268522.4251122,A,A,Null,A,Player A
1703275870.4040897,B,A,Null,B,Player B
1702695887.1142395,B,A,Null,B,Player B
1703465017.493312,B,A,A,B,Player B
1703178323.852663,B,B,Null,B,Player A
1702812810.0013704,B,A,Null,B,Player A
1703288878.183088,B,A,Null,A,Player B
1703717758.0602403,B,B,Null,B,Player B
